,home_team_name,away_team_name,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_corner_count,away_team_corner_count,home_team_red_cards,away_team_red_cards,home_team_shots_on_target,away_team_shots_on_target,home_team_fouls,away_team_fouls,Result
462,Al Nassr,Al Quadisiya,1.38,0.85,0,0,0,0,0,0,0,7,3,0,0,4,5,10,9,0
463,Al Ittihad,Al Raed,1.77,0.69,6,2,8,5,4,4,1,8,9,0,0,5,8,16,5,4
464,Al Hilal,Al Fateh,2.08,1.38,3,3,6,1,0,0,1,12,6,0,0,7,4,14,15,0
465,Al Ahli,Al Khaleej,2.31,1.54,1,1,2,2,1,1,1,-1,-1,0,0,-1,-1,-1,-1,0
466,Al Taawon,Al Faisaly,2.23,1.23,3,1,4,1,0,0,1,8,2,0,0,7,7,16,16,2
467,Al Shabab,Hajer,1.38,0.46,3,1,4,3,2,2,1,10,4,0,0,15,5,8,5,2
468,Najran,Al Wahda,0.77,1.0,2,2,4,2,1,1,1,3,4,0,0,2,5,13,20,0
469,Al Khaleej,Al Shabab,1.0,1.62,1,2,3,2,0,0,2,6,3,0,0,5,3,12,15,-1
470,Al Wahda,Al Ahli,1.38,2.54,0,1,1,0,0,0,0,3,10,1,0,4,5,18,14,-1
471,Al Quadisiya,Al Taawon,1.31,1.23,1,2,3,2,1,1,1,4,8,0,0,9,3,10,11,-1
472,Al Raed,Al Hilal,1.15,2.15,0,1,1,0,0,0,0,1,4,0,0,2,11,14,12,-1
473,Najran,Al Nassr,0.77,1.08,4,3,7,5,2,2,3,4,4,0,0,3,4,15,18,1
474,Hajer,Al Fateh,0.23,1.38,1,0,1,1,1,1,0,4,7,0,0,3,5,14,12,1
475,Al Faisaly,Al Ittihad,1.0,2.0,1,3,4,0,0,0,0,5,7,0,0,4,4,13,15,-2
476,Al Taawon,Al Hilal,2.23,2.15,1,0,1,1,1,1,0,0,8,0,0,3,7,16,14,1
477,Al Nassr,Al Ahli,1.38,2.54,1,1,2,2,1,1,1,3,5,0,0,6,5,14,9,0
478,Al Shabab,Najran,1.38,0.85,3,2,5,1,0,0,1,15,9,0,0,9,6,11,16,1
479,Al Ittihad,Al Quadisiya,1.77,0.85,1,1,2,0,0,0,0,7,5,0,4,5,7,11,16,0
480,Al Khaleej,Hajer,1.0,0.46,0,1,1,1,0,0,1,7,1,0,0,4,2,12,13,-1
481,Al Fateh,Al Raed,1.77,0.69,1,0,1,0,0,0,0,6,4,0,0,5,3,11,13,1
482,Al Faisaly,Al Wahda,1.0,1.0,2,1,3,1,0,0,1,8,4,0,0,5,4,17,18,1
483,Al Shabab,Al Fateh,1.38,1.38,1,0,1,0,0,0,0,13,1,0,0,11,5,13,14,1
484,Al Taawon,Al Khaleej,2.23,1.54,2,3,5,2,2,2,0,5,3,0,0,4,0,14,16,-1
485,Hajer,Al Faisaly,0.23,1.23,0,1,1,1,0,0,1,11,6,0,0,8,8,25,16,-1
486,Al Raed,Al Quadisiya,1.15,0.85,2,1,3,2,1,1,1,3,8,0,0,0,7,11,19,1
487,Al Nassr,Al Wahda,1.38,1.0,1,1,2,0,0,0,0,3,5,0,0,4,2,15,18,0
488,Al Ahli,Najran,2.31,0.85,1,2,3,2,1,1,1,-1,-1,0,0,-1,-1,-1,-1,-1
489,Al Hilal,Al Ittihad,2.08,2.0,0,1,1,1,0,0,1,10,3,0,0,8,5,11,20,-1
490,Al Khaleej,Al Raed,1.0,0.69,1,0,1,1,1,1,0,3,5,0,0,6,5,18,10,1
491,Al Wahda,Hajer,1.38,0.46,1,0,1,0,0,0,0,5,4,0,0,3,6,23,19,1
492,Najran,Al Taawon,0.77,1.23,1,1,2,0,0,0,0,8,2,0,0,8,6,17,13,0
493,Al Faisaly,Al Nassr,1.0,1.08,2,2,4,1,0,0,1,3,3,2,0,2,6,26,10,0
494,Al Ittihad,Al Fateh,1.77,1.38,0,0,0,0,0,0,0,6,2,0,0,7,0,21,14,0
495,Al Quadisiya,Al Hilal,1.31,2.15,0,0,0,0,0,0,0,4,9,0,0,4,12,19,12,0
496,Al Ahli,Al Shabab,2.31,1.62,3,1,4,1,1,1,0,5,2,0,0,6,4,16,18,2
497,Al Hilal,Al Nassr,2.08,1.08,2,0,2,1,1,1,0,4,2,0,0,4,3,10,11,2
498,Al Quadisiya,Al Ahli,1.31,2.54,0,2,2,0,0,0,0,3,6,0,0,5,8,11,8,-2
499,Najran,Al Khaleej,0.77,1.54,2,3,5,3,1,1,2,9,5,0,0,7,5,7,15,-1
500,Al Taawon,Al Shabab,2.23,1.62,4,0,4,2,2,2,0,4,12,0,1,5,6,9,11,4
501,Al Fateh,Al Faisaly,1.77,1.23,2,1,3,0,0,0,0,5,5,0,0,5,3,15,12,1
502,Al Raed,Hajer,1.15,0.46,2,1,3,2,1,1,1,6,6,0,1,8,4,12,12,1
503,Al Ittihad,Al Wahda,1.77,1.0,0,2,2,1,0,0,1,8,2,0,0,10,4,19,15,-2
504,Al Raed,Al Faisaly,1.15,1.23,5,0,5,1,1,1,0,2,6,0,0,2,6,10,14,5
505,Al Wahda,Al Fateh,1.38,1.38,1,3,4,2,1,1,1,5,3,0,0,2,3,12,19,-2
506,Al Nassr,Al Taawon,1.38,1.23,3,2,5,3,1,1,2,-1,-1,0,0,-1,-1,-1,-1,1
507,Al Khaleej,Al Hilal,1.0,2.15,0,3,3,2,0,0,2,4,1,0,0,3,5,13,10,-3
508,Al Ahli,Al Ittihad,2.31,2.0,4,2,6,2,2,2,0,6,5,0,0,2,7,12,16,2
509,Hajer,Najran,0.23,0.85,1,2,3,1,0,0,1,-1,-1,0,0,-1,-1,-1,-1,-1
510,Al Shabab,Al Quadisiya,1.38,0.85,0,2,2,1,0,0,1,7,6,0,0,8,4,20,8,-2
511,Al Wahda,Al Raed,1.38,0.69,3,1,4,3,2,2,1,5,4,0,0,5,5,11,8,2
512,Al Quadisiya,Najran,1.31,0.85,4,2,6,1,1,1,0,1,0,0,1,0,0,2,4,2
513,Al Taawon,Hajer,2.23,0.46,4,0,4,2,2,2,0,5,5,0,0,6,3,11,10,4
514,Al Fateh,Al Nassr,1.77,1.08,2,1,3,2,2,2,0,8,7,0,0,6,5,25,12,1
515,Al Faisaly,Al Ahli,1.0,2.54,1,2,3,0,0,0,0,5,5,0,0,2,8,14,21,-1
516,Al Ittihad,Al Khaleej,1.77,1.54,4,1,5,4,3,3,1,9,3,0,0,8,5,17,14,3
517,Al Hilal,Al Shabab,2.08,1.62,1,1,2,1,1,1,0,7,1,0,0,6,3,12,20,0
518,Al Nassr,Al Raed,1.38,0.69,1,2,3,1,0,0,1,12,2,0,0,4,6,19,11,-1
519,Najran,Al Hilal,0.77,2.15,2,3,5,1,0,0,1,6,2,0,0,4,5,18,14,-1
520,Al Khaleej,Al Faisaly,1.0,1.23,2,1,3,1,1,1,0,10,3,1,0,6,0,21,14,1
521,Hajer,Al Ahli,0.23,2.54,0,1,1,0,0,0,0,0,9,0,0,3,6,18,15,-1
522,Al Shabab,Al Ittihad,1.38,2.0,1,2,3,1,0,0,1,6,4,0,0,7,5,13,14,-1
523,Al Quadisiya,Al Wahda,1.31,1.0,1,1,2,1,0,0,1,-1,-1,0,1,-1,-1,-1,-1,0
524,Al Taawon,Al Fateh,2.23,1.38,1,2,3,2,1,1,1,15,2,0,0,8,2,12,16,-1
525,Al Shabab,Al Wahda,1.38,1.0,1,1,2,1,1,1,0,5,9,0,0,3,10,11,13,0
526,Al Faisaly,Najran,1.0,0.85,2,2,4,3,2,2,1,4,8,0,0,4,7,20,13,0
527,Al Raed,Al Taawon,1.15,1.23,1,1,2,1,0,0,1,1,7,0,0,5,9,16,10,0
528,Al Nassr,Al Khaleej,1.38,1.54,1,1,2,1,0,0,1,7,3,0,0,10,4,11,13,0
529,Hajer,Al Ittihad,0.23,2.0,0,5,5,2,0,0,2,-1,-1,0,0,-1,-1,-1,-1,-5
530,Al Ahli,Al Hilal,2.31,2.15,3,1,4,1,0,0,1,-1,-1,0,1,-1,-1,-1,-1,2
531,Al Fateh,Al Quadisiya,1.77,0.85,2,2,4,2,2,2,0,6,8,0,0,3,4,17,6,0
532,Al Hilal,Hajer,2.08,0.46,4,1,5,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,3
533,Al Faisaly,Al Shabab,1.0,1.62,0,0,0,0,0,0,0,10,7,0,0,0,7,9,11,0
534,Al Raed,Al Ahli,1.15,2.54,2,5,7,3,1,1,2,3,3,0,0,5,5,16,7,-3
535,Al Ittihad,Al Nassr,1.77,1.08,0,5,5,1,0,0,1,2,4,0,0,0,4,30,20,-5
536,Al Quadisiya,Al Khaleej,1.31,1.54,2,0,2,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,2
537,Al Wahda,Al Taawon,1.38,1.23,2,1,3,2,1,1,1,7,4,0,2,9,4,24,18,1
538,Al Fateh,Najran,1.77,0.85,3,1,4,3,3,3,0,7,6,0,1,4,4,18,8,2
539,Al Hilal,Al Faisaly,2.08,1.23,0,0,0,0,0,0,0,6,4,0,0,6,2,13,15,0
540,Al Taawon,Al Ittihad,2.23,2.0,2,1,3,0,0,0,0,8,4,0,0,7,4,14,23,1
541,Al Ahli,Al Fateh,2.31,1.38,3,2,5,2,2,2,0,3,2,0,0,4,4,6,18,1
542,Al Nassr,Al Shabab,1.38,1.62,1,2,3,2,0,0,2,10,2,0,0,8,5,9,12,-1
543,Al Khaleej,Al Wahda,1.0,1.0,1,4,5,1,0,0,1,9,4,0,0,7,5,20,10,-3
544,Hajer,Al Quadisiya,0.23,0.85,0,2,2,0,0,0,0,4,7,0,0,3,8,9,9,-2
545,Najran,Al Raed,0.77,0.69,3,3,6,3,2,2,1,2,5,0,0,2,4,10,11,0
546,Al Shabab,Al Quadisiya,1.15,0.85,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0
547,Al Raed,Al Ittihad,1.92,2.46,2,3,5,0,0,0,0,-1,-1,0,0,-1,-1,-1,-1,-1
548,Al Faisaly,Al Khaleej,1.23,1.0,3,1,4,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,2
549,Al Wahda,Al Taawon,0.92,0.77,3,2,5,2,1,1,1,-1,-1,0,0,-1,-1,-1,-1,1
550,Al Nassr,Al Fateh,2.31,0.85,4,1,5,2,2,2,0,-1,-1,0,0,-1,-1,-1,-1,3
551,Al Hilal,Al Batin,2.23,0.31,2,0,2,0,0,0,0,7,2,0,0,9,2,6,10,2
552,Al Ittifaq,Al Ahli,1.31,2.0,1,4,5,1,0,0,1,6,5,0,0,5,6,16,9,-3
553,Al Raed,Al Wahda,1.92,0.38,3,1,4,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,2
554,Al Quadisiya,Al Faisaly,1.31,0.92,1,1,2,1,1,1,0,-1,-1,0,1,-1,-1,-1,-1,0
555,Al Taawon,Al Hilal,1.62,2.85,0,2,2,1,0,0,1,-1,-1,0,0,-1,-1,-1,-1,-2
556,Al Batin,Al Shabab,1.69,1.38,1,0,1,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,1
557,Al Khaleej,Al Ittihad,0.77,2.46,2,3,5,2,1,1,1,-1,-1,0,2,-1,-1,-1,-1,-1
558,Al Fateh,Al Ahli,1.38,2.0,0,1,1,1,0,0,1,-1,-1,0,0,-1,-1,-1,-1,-1
559,Al Ittifaq,Al Nassr,1.31,1.69,1,0,1,1,1,1,0,-1,-1,0,0,-1,-1,-1,-1,1
560,Al Khaleej,Al Batin,0.77,0.31,2,2,4,1,0,0,1,4,4,0,0,7,4,-1,-1,0
561,Al Taawon,Al Raed,1.62,0.77,2,1,3,1,1,1,0,0,0,0,0,0,0,-1,-1,1
562,Al Hilal,Al Ittifaq,2.23,0.77,1,2,3,0,0,0,0,8,3,0,0,10,10,-1,-1,-1
563,Al Faisaly,Al Fateh,1.23,0.85,0,0,0,0,0,0,0,6,6,0,0,2,6,8,24,0
564,Al Nassr,Al Quadisiya,2.31,0.85,1,0,1,0,0,0,0,5,2,0,0,6,3,12,18,1
565,Al Wahda,Al Ittihad,0.92,2.46,3,5,8,3,1,1,2,5,8,0,0,7,9,-1,-1,-2
566,Al Shabab,Al Ahli,1.15,2.0,3,2,5,1,0,0,1,2,4,0,0,6,4,-1,-1,1
567,Al Ittifaq,Al Batin,1.31,0.31,2,1,3,2,1,1,1,4,2,0,0,6,4,16,9,1
568,Al Raed,Al Fateh,1.92,0.85,3,2,5,2,2,2,0,5,11,0,0,9,5,13,13,1
569,Al Nassr,Al Khaleej,2.31,1.0,0,1,1,0,0,0,0,8,8,0,0,8,5,10,13,-1
570,Al Quadisiya,Al Hilal,1.31,2.85,1,2,3,2,1,1,1,3,8,1,0,6,8,14,9,-1
571,Al Shabab,Al Taawon,1.15,0.77,2,2,4,1,1,1,0,3,3,0,0,6,8,17,15,0
572,Al Faisaly,Al Wahda,1.23,0.38,2,1,3,1,0,0,1,5,1,0,0,3,4,12,21,1
573,Al Ahli,Al Ittihad,2.23,2.46,1,1,2,0,0,0,0,6,5,0,0,4,6,6,12,0
574,Al Khaleej,Al Shabab,0.77,1.38,1,2,3,3,1,1,2,2,4,0,0,5,8,17,10,-1
575,Al Fateh,Al Ittifaq,1.38,0.77,0,0,0,0,0,0,0,5,7,0,0,4,7,17,6,0
576,Al Batin,Al Raed,1.69,0.77,4,0,4,1,1,1,0,3,8,0,1,5,3,11,15,4
577,Al Ittihad,Al Taawon,1.77,0.77,3,1,4,0,0,0,0,10,7,0,0,0,0,16,7,2
578,Al Hilal,Al Faisaly,2.23,0.92,4,0,4,2,2,2,0,5,7,0,0,11,2,18,15,4
579,Al Wahda,Al Nassr,0.92,1.69,0,3,3,2,0,0,2,6,6,0,0,8,8,5,14,-3
580,Al Ahli,Al Quadisiya,2.23,0.85,2,0,2,1,1,1,0,8,5,0,0,8,2,18,12,2
581,Al Taawon,Al Fateh,1.62,0.85,0,0,0,0,0,0,0,3,5,0,0,4,6,13,16,0
582,Al Khaleej,Al Hilal,0.77,2.85,1,6,7,1,0,0,1,8,5,0,0,9,9,9,10,-5
583,Al Ittihad,Al Shabab,1.77,1.38,0,1,1,1,0,0,1,7,5,0,0,0,0,15,15,-1
584,Al Ittifaq,Al Wahda,1.31,0.38,1,3,4,2,1,1,1,12,4,0,0,5,6,14,16,-2
585,Al Batin,Al Quadisiya,1.69,0.85,1,1,2,1,0,0,1,5,3,0,1,7,7,13,21,0
586,Al Raed,Al Faisaly,1.92,0.92,1,0,1,0,0,0,0,4,8,0,0,7,6,26,8,1
587,Al Nassr,Al Ahli,2.31,2.0,1,0,1,0,0,0,0,8,8,0,0,6,5,15,10,1
588,Al Quadisiya,Al Taawon,1.31,0.77,0,1,1,1,0,0,1,4,3,0,0,4,4,11,13,-1
589,Al Raed,Al Ittifaq,1.92,0.77,2,0,2,2,2,2,0,5,5,0,0,5,4,22,10,2
590,Al Hilal,Al Ittihad,2.23,2.46,0,2,2,0,0,0,0,6,3,0,0,4,4,13,11,-2
591,Al Shabab,Al Fateh,1.15,0.85,2,0,2,0,0,0,0,7,4,0,0,8,2,22,14,2
592,Al Wahda,Al Batin,0.92,0.31,5,1,6,3,2,2,1,-1,-1,0,0,-1,-1,-1,-1,4
593,Al Faisaly,Al Nassr,1.23,1.69,1,2,3,3,1,1,2,4,6,0,0,4,6,15,20,-1
594,Al Ahli,Al Khaleej,2.23,1.0,4,1,5,3,2,2,1,12,3,0,0,14,2,9,19,3
595,Al Faisaly,Al Shabab,1.23,1.38,0,1,1,0,0,0,0,3,8,0,0,3,2,16,9,-1
596,Al Nassr,Al Raed,2.31,0.77,3,1,4,1,0,0,1,3,1,0,1,3,2,10,16,2
597,Al Ittihad,Al Batin,1.77,0.31,2,0,2,0,0,0,0,6,5,0,0,9,4,17,10,2
598,Al Quadisiya,Al Khaleej,1.31,1.0,0,0,0,0,0,0,0,5,3,0,0,5,4,14,31,0
599,Al Ahli,Al Wahda,2.23,0.38,4,0,4,1,1,1,0,7,7,0,0,12,5,16,13,4
600,Al Ittifaq,Al Taawon,1.31,0.77,3,0,3,0,0,0,0,3,6,0,0,4,4,16,11,3
601,Al Fateh,Al Hilal,1.38,2.85,0,1,1,0,0,0,0,0,2,0,0,2,3,25,8,-1
602,Al Fateh,Al Quadisiya,1.38,0.85,1,1,2,1,1,1,0,6,3,0,0,5,5,16,15,0
603,Al Taawon,Al Faisaly,1.62,0.92,0,0,0,0,0,0,0,2,4,0,0,5,4,11,17,0
604,Al Khaleej,Al Ittifaq,0.77,0.77,1,2,3,2,1,1,1,2,7,1,0,2,4,16,10,-1
605,Al Shabab,Al Wahda,1.15,0.38,0,0,0,0,0,0,0,7,4,0,1,9,3,12,12,0
606,Al Hilal,Al Raed,2.23,0.77,2,1,3,0,0,0,0,8,0,0,0,6,3,10,11,1
607,Al Batin,Al Ahli,1.69,2.0,0,1,1,1,0,0,1,5,5,0,0,4,4,13,10,-1
608,Al Ittihad,Al Nassr,1.77,1.69,0,1,1,1,0,0,1,8,2,0,0,0,0,14,9,-1
609,Al Ittifaq,Al Faisaly,1.31,0.92,3,1,4,1,0,0,1,5,2,0,0,0,0,18,16,2
610,Al Wahda,Al Khaleej,0.92,1.0,1,2,3,1,1,1,0,2,2,1,0,6,5,9,19,-1
611,Al Batin,Al Fateh,1.69,0.85,1,1,2,0,0,0,0,-1,-1,0,1,-1,-1,-1,-1,0
612,Al Taawon,Al Nassr,1.62,1.69,2,1,3,2,2,2,0,8,7,0,0,4,11,17,14,1
613,Al Ahli,Al Hilal,2.23,2.85,1,2,3,1,0,0,1,2,11,0,0,4,8,15,18,-1
614,Al Raed,Al Shabab,1.92,1.38,2,2,4,1,1,1,0,5,3,0,0,6,7,13,11,0
615,Al Quadisiya,Al Ittihad,1.31,2.46,0,3,3,2,0,0,2,3,8,0,0,4,10,7,17,-3
616,Al Faisaly,Al Ahli,1.23,2.0,3,6,9,4,1,1,3,5,0,0,0,4,3,19,19,-3
617,Al Nassr,Al Batin,2.31,0.31,4,0,4,3,3,3,0,5,4,0,0,14,9,16,14,4
618,Al Quadisiya,Al Raed,1.31,0.77,3,0,3,2,2,2,0,4,6,0,0,6,3,21,15,3
619,Al Ittihad,Al Ittifaq,1.77,0.77,4,1,5,2,1,1,1,6,6,0,0,9,5,15,14,3
620,Al Hilal,Al Shabab,2.23,1.38,3,0,3,1,1,1,0,1,1,0,0,2,3,18,13,3
621,Al Fateh,Al Wahda,1.38,0.38,4,2,6,1,1,1,0,5,5,0,0,5,5,17,10,2
622,Al Khaleej,Al Taawon,0.77,0.77,0,1,1,0,0,0,0,5,6,0,0,2,3,12,8,-1
623,Al Batin,Al Taawon,1.69,0.77,1,0,1,1,1,1,0,1,6,0,2,6,4,11,15,1
624,Al Hilal,Al Wahda,2.23,0.38,6,0,6,2,2,2,0,9,0,0,0,14,2,11,17,6
625,Al Ittifaq,Al Quadisiya,1.31,0.85,2,2,4,2,2,2,0,7,3,0,0,5,5,18,15,0
626,Al Shabab,Al Nassr,1.15,1.69,1,1,2,2,1,1,1,4,8,0,0,6,9,15,7,0
627,Al Ahli,Al Raed,2.23,0.77,1,0,1,0,0,0,0,10,0,0,0,4,6,10,18,1
628,Al Fateh,Al Khaleej,1.38,1.0,2,4,6,2,0,0,2,10,2,0,2,7,7,8,21,-2
629,Al Faisaly,Al Ittihad,1.23,2.46,2,4,6,3,1,1,2,7,3,0,0,6,9,13,15,-2
630,Al Wahda,Al Quadisiya,0.92,0.85,2,5,7,4,1,1,3,2,8,0,0,9,8,17,26,-3
631,Al Batin,Al Faisaly,1.69,0.92,0,0,0,0,0,0,0,8,5,0,0,4,3,15,26,0
632,Al Shabab,Al Ittifaq,1.15,0.77,1,1,2,1,1,1,0,6,2,0,0,9,4,11,16,0
633,Al Raed,Al Khaleej,1.92,1.0,3,2,5,2,1,1,1,4,5,0,0,6,6,15,13,1
634,Al Nassr,Al Hilal,2.31,2.85,1,1,2,2,1,1,1,3,5,0,0,5,7,16,20,0
635,Al Ittihad,Al Fateh,1.77,0.85,3,2,5,3,1,1,2,4,2,1,0,10,6,13,17,1
636,Al Taawon,Al Ahli,1.62,2.0,2,3,5,2,1,1,1,6,11,0,0,2,4,14,17,-1
637,Al Quadisiya,Al Shabab,1.31,1.38,1,1,2,2,1,1,1,5,7,0,0,7,9,22,10,0
638,Al Batin,Al Hilal,1.69,2.85,0,2,2,1,0,0,1,3,7,0,1,4,10,21,11,-2
639,Al Fateh,Al Nassr,1.38,1.69,1,2,3,1,1,1,0,5,4,0,0,4,5,17,11,-1
640,Al Khaleej,Al Faisaly,0.77,0.92,1,1,2,1,1,1,0,2,12,0,0,4,10,20,16,0
641,Al Ahli,Al Ittifaq,2.23,0.77,4,1,5,3,2,2,1,8,1,0,0,9,2,12,12,3
642,Al Taawon,Al Wahda,1.62,0.38,3,1,4,2,2,2,0,2,5,0,0,4,3,18,23,2
643,Al Ittihad,Al Raed,1.77,0.77,3,2,5,1,1,1,0,7,6,0,0,7,4,12,15,1
644,Al Faisaly,Al Quadisiya,1.23,0.85,3,2,5,2,1,1,1,5,6,0,0,5,4,14,24,1
645,Al Shabab,Al Batin,1.15,0.31,3,1,4,1,1,1,0,4,6,0,0,7,3,24,14,2
646,Al Wahda,Al Raed,0.92,0.77,2,1,3,0,0,0,0,5,6,0,1,7,5,10,15,1
647,Al Hilal,Al Taawon,2.23,0.77,4,2,6,4,3,3,1,6,4,0,0,9,4,15,16,2
648,Al Ahli,Al Fateh,2.23,0.85,2,0,2,0,0,0,0,5,5,0,0,10,6,12,16,2
649,Al Nassr,Al Ittifaq,2.31,0.77,2,0,2,0,0,0,0,7,4,0,0,6,4,10,14,2
650,Al Ittihad,Al Khaleej,1.77,1.0,1,1,2,1,1,1,0,8,2,0,0,10,3,15,18,0
651,Al Raed,Al Taawon,1.92,0.77,3,2,5,2,2,2,0,0,8,1,0,4,3,18,10,1
652,Al Quadisiya,Al Nassr,1.31,1.69,3,2,5,3,2,2,1,3,5,0,0,10,7,17,15,1
653,Al Batin,Al Khaleej,1.69,1.0,1,0,1,0,0,0,0,11,5,0,1,7,5,16,17,1
654,Al Fateh,Al Faisaly,1.38,0.92,1,0,1,1,1,1,0,3,10,0,0,6,11,17,13,1
655,Al Ahli,Al Shabab,2.23,1.38,3,1,4,2,1,1,1,4,6,0,0,8,6,12,12,2
656,Al Ittihad,Al Wahda,1.77,0.38,1,0,1,1,1,1,0,5,7,0,1,6,3,20,18,1
657,Al Ittifaq,Al Hilal,1.31,2.85,0,1,1,1,0,0,1,6,5,0,0,5,11,17,10,-1
658,Al Fateh,Al Raed,1.38,0.77,3,1,4,0,0,0,0,4,6,0,0,4,3,11,13,2
659,Al Taawon,Al Shabab,1.62,1.38,2,0,2,1,1,1,0,5,1,0,0,5,7,21,22,2
660,Al Batin,Al Ittifaq,1.69,0.77,2,0,2,1,1,1,0,1,2,0,0,3,4,30,16,2
661,Al Hilal,Al Quadisiya,2.23,0.85,1,1,2,1,0,0,1,6,1,0,1,9,4,11,21,0
662,Al Ittihad,Al Ahli,1.77,2.0,1,4,5,2,1,1,1,7,4,0,0,5,10,14,12,-3
663,Al Wahda,Al Faisaly,0.92,0.92,0,1,1,0,0,0,0,10,1,0,0,5,4,13,18,-1
664,Al Khaleej,Al Nassr,0.77,1.69,0,3,3,2,0,0,2,5,5,0,0,4,10,12,9,-3
665,Al Faisaly,Al Hilal,1.23,2.85,0,2,2,0,0,0,0,5,2,0,0,5,6,13,9,-2
666,Al Quadisiya,Al Ahli,1.31,2.0,4,1,5,2,2,2,0,5,11,0,0,8,5,18,15,3
667,Al Shabab,Al Khaleej,1.15,1.0,1,1,2,0,0,0,0,11,4,0,0,13,5,15,14,0
668,Al Nassr,Al Wahda,2.31,0.38,2,1,3,0,0,0,0,9,3,0,0,16,11,14,17,1
669,Al Ittifaq,Al Fateh,1.31,0.85,2,2,4,1,0,0,1,1,5,0,0,3,5,9,13,0
670,Al Taawon,Al Ittihad,1.62,2.46,1,2,3,0,0,0,0,5,4,0,0,6,2,15,15,-1
671,Al Raed,Al Batin,1.92,0.31,2,1,3,2,2,2,0,7,8,0,0,10,4,13,9,1
672,Al Fateh,Al Taawon,1.38,0.77,0,2,2,0,0,0,0,6,8,0,0,2,3,16,6,-2
673,Al Hilal,Al Khaleej,2.23,1.0,4,0,4,1,1,1,0,14,4,0,0,9,3,8,13,4
674,Al Faisaly,Al Raed,1.23,0.77,1,1,2,1,0,0,1,5,1,0,0,5,6,25,18,0
675,Al Wahda,Al Ittifaq,0.92,0.77,2,1,3,1,1,1,0,3,2,0,0,7,5,15,12,1
676,Al Ahli,Al Nassr,2.23,1.69,0,2,2,1,0,0,1,9,4,1,0,7,8,15,24,-2
677,Al Quadisiya,Al Batin,1.31,0.31,1,1,2,1,0,0,1,7,6,0,0,6,5,13,13,0
678,Al Shabab,Al Ittihad,1.15,2.46,0,2,2,0,0,0,0,3,8,0,0,8,8,9,16,-2
679,Al Ittifaq,Al Raed,1.31,0.77,0,1,1,0,0,0,0,7,5,0,0,5,3,16,9,-1
680,Al Batin,Al Wahda,1.69,0.38,1,1,2,1,1,1,0,8,4,0,0,6,7,18,19,0
681,Al Nassr,Al Faisaly,2.31,0.92,0,0,0,0,0,0,0,6,7,0,0,7,6,14,21,0
682,Al Fateh,Al Shabab,1.38,1.38,1,1,2,2,1,1,1,6,2,0,0,4,2,17,11,0
683,Al Taawon,Al Quadisiya,1.62,0.85,1,3,4,0,0,0,0,5,6,0,0,2,0,7,19,-2
684,Al Khaleej,Al Ahli,0.77,2.0,2,2,4,3,1,1,2,3,12,0,0,5,7,20,7,0
685,Al Ittihad,Al Hilal,1.77,2.85,1,3,4,1,1,1,0,3,4,1,0,5,4,25,10,-2
686,Al Taawon,Al Ittifaq,1.62,0.77,1,0,1,0,0,0,0,13,4,0,1,5,3,11,11,1
687,Al Hilal,Al Fateh,2.23,0.85,1,0,1,0,0,0,0,13,4,0,0,5,2,12,14,1
688,Al Wahda,Al Ahli,0.92,2.0,1,3,4,4,1,1,3,4,3,1,0,4,5,15,12,-2
689,Al Khaleej,Al Quadisiya,0.77,0.85,2,1,3,0,0,0,0,7,7,0,0,8,5,16,15,1
690,Al Shabab,Al Faisaly,1.15,0.92,1,2,3,1,0,0,1,2,3,0,0,3,8,18,13,-1
691,Al Batin,Al Ittihad,1.69,2.46,0,1,1,0,0,0,0,6,4,0,0,7,3,15,21,-1
692,Al Raed,Al Nassr,1.92,1.69,0,1,1,1,0,0,1,3,8,0,0,0,6,11,20,-1
693,Al Quadisiya,Al Fateh,1.31,0.85,1,2,3,2,0,0,2,2,6,0,0,7,7,12,17,-1
694,Al Faisaly,Al Taawon,1.23,0.77,1,0,1,0,0,0,0,4,8,0,0,8,4,34,9,1
695,Al Raed,Al Hilal,1.92,2.85,0,3,3,0,0,0,0,3,8,0,0,2,5,10,10,-3
696,Al Ahli,Al Batin,2.23,0.31,1,1,2,0,0,0,0,4,3,0,0,11,5,12,15,0
697,Al Nassr,Al Ittihad,2.31,2.46,1,1,2,1,0,0,1,13,1,0,0,5,5,9,18,0
698,Al Ittifaq,Al Khaleej,1.31,1.0,3,1,4,2,2,2,0,3,5,0,0,6,5,9,18,2
699,Al Wahda,Al Shabab,0.92,1.38,1,2,3,1,0,0,1,10,3,0,0,9,6,15,16,-1
700,Al Faisaly,Al Ittifaq,1.23,0.77,3,3,6,3,2,2,1,7,2,0,0,10,7,13,19,0
701,Al Shabab,Al Raed,1.15,0.77,1,2,3,0,0,0,0,5,5,0,0,10,6,9,12,-1
